input,output
"Do you have a POLLEN Double Layer Egg Boiler Electric Automatic Off 14 Egg Poacher for Steaming, Cooking, Egg Poacher for Steaming, Cook... for under 999.0?","product name: POLLEN Double Layer Egg Boiler Electric Automatic Off 14 Egg Poacher for Steaming, Cooking, Egg Poacher for Steaming, Cook..., price: 999.0"
"I'm looking to buy a Foxsky 7.2 kg Semi-Automatic Top Loading Washing Machine (FOXSKY AQUA WASH 7.2 KG, MAROON). My budget is under 14990.0.","product name: Foxsky 7.2 kg Semi-Automatic Top Loading Washing Machine (FOXSKY AQUA WASH 7.2 KG, MAROON), price: 14990.0"
I would like to get a Whirlpool 2.4 Kg DC Stabilizer for Refrigerators. The cost should not exceed 2460.0.,"product name: Whirlpool 2.4 Kg DC Stabilizer for Refrigerators, price: 2460.0"
"Can you find me a RIVERSOFT SFC-10 Advanced Shower Filter and tap Filter Cartridge with 10 Stage for Hard Water, Cartridge only (White, PP, ... for a price below 4499.0?","product name: RIVERSOFT SFC-10 Advanced Shower Filter and tap Filter Cartridge with 10 Stage for Hard Water, Cartridge only (White, PP, ..., price: 4499.0"
Please help me find a KRIVAN Sewing Machine Electric Handheld Sewing Machine Mini Handy Stitch Portable Needlework Cordless Handmade DIY Tool Cl... that costs below 449.0.,"product name: KRIVAN Sewing Machine Electric Handheld Sewing Machine Mini Handy Stitch Portable Needlework Cordless Handmade DIY Tool Cl..., price: 449.0"
Can you find me a INALSA Air Fryer Oven Aero Crisp with 12L Capacity | Digital Display and Stainless Steel |10 Preset Program | Rotisserie F... for a price below 21995.0?,"product name: INALSA Air Fryer Oven Aero Crisp with 12L Capacity | Digital Display and Stainless Steel |10 Preset Program | Rotisserie F..., price: 21995.0"
"Is there any Daikin 1 Ton 5 Star Inverter Split AC (Copper, PM 2.5 Filter, 2022 Model, MTKM35U, White) available for less than 55500.0?","product name: Daikin 1 Ton 5 Star Inverter Split AC (Copper, PM 2.5 Filter, 2022 Model, MTKM35U, White), price: 55500.0"
I want to purchase a Tiksha Enterprises FRIDGE VEGETABLE BOX COVER compatible for LG 165 TO 190 LITER SINGLE DOOR FRIDGE only PLEASE MATCH PART.... The price should be no more than 850.0.,"product name: Tiksha Enterprises FRIDGE VEGETABLE BOX COVER compatible for LG 165 TO 190 LITER SINGLE DOOR FRIDGE only PLEASE MATCH PART..., price: 850.0"
I'm interested in buying a Aquatec Plus - Epic 15L RO + UV + UF + TDS Water Purifier for Home (White) Work Up to 2500 TDS. It should be priced under 13999.0.,"product name: Aquatec Plus - Epic 15L RO + UV + UF + TDS Water Purifier for Home (White) Work Up to 2500 TDS, price: 13999.0"
Please help me find a Roboson Garment Steamer for Clothes 1500 Watt 300 ml Large Water tank Aluminium Steam Plate and 30 sec Fast Heating Handhe... that costs below 4299.0.,"product name: Roboson Garment Steamer for Clothes 1500 Watt 300 ml Large Water tank Aluminium Steam Plate and 30 sec Fast Heating Handhe..., price: 4299.0"
Is there any SAY JTC Compatible Stainless Steel Blade available for less than 1499.0?,"product name: SAY JTC Compatible Stainless Steel Blade, price: 1499.0"
I want to purchase a Havells Capture 500 Watt Mixer Grinder with 3 Bigger size Stainless Steel Jar (Grey & Green) with 5 year Motor warranty. The price should be no more than 4495.0.,"product name: Havells Capture 500 Watt Mixer Grinder with 3 Bigger size Stainless Steel Jar (Grey & Green) with 5 year Motor warranty, price: 4495.0"
I want to purchase a Bth company Exclusive Adjustable Washing Machine Stand Trolley Suitable for All top & Front Load Washing Machine Stand Dis.... The price should be no more than 2999.0.,"product name: Bth company Exclusive Adjustable Washing Machine Stand Trolley Suitable for All top & Front Load Washing Machine Stand Dis..., price: 2999.0"
"Please help me find a Oriley 2110 Ultrasonic Cool Mist Humidifier With Remote Control and Digital LED Display For Dryness, Cold And Cough, for H... that costs below 4069.0.","product name: Oriley 2110 Ultrasonic Cool Mist Humidifier With Remote Control and Digital LED Display For Dryness, Cold And Cough, for H..., price: 4069.0"
Can you find me a MARUTI CREATION Cotton Candy Maker Machine Electric Sugar Floss Homemade Hard Sugar Free Candy with Detachable Splash Guar... for a price below 2999.0?,"product name: MARUTI CREATION Cotton Candy Maker Machine Electric Sugar Floss Homemade Hard Sugar Free Candy with Detachable Splash Guar..., price: 2999.0"
"I'm interested in buying a Philips HL7535/01 Mixer Grinder, 500W Motor, 3 Jars, Bigger jar sizes. It should be priced under 4095.0.","product name: Philips HL7535/01 Mixer Grinder, 500W Motor, 3 Jars, Bigger jar sizes, price: 4095.0"
"I'm interested in buying a LG 235L 5 Star Inverter Direct-Cool Single Door Refrigerator (GL-D241APZZ, Shiny Steel, Base Stand with Drawer, 2022 Model). It should be priced under 27299.0.","product name: LG 235L 5 Star Inverter Direct-Cool Single Door Refrigerator (GL-D241APZZ, Shiny Steel, Base Stand with Drawer, 2022 Model), price: 27299.0"
I'm interested in buying a Kuber Industries PVC Dot Print Water Purifier RO Cover For Home & Kitchen (Grey) 54KM4144. It should be priced under 499.0.,"product name: Kuber Industries PVC Dot Print Water Purifier RO Cover For Home & Kitchen (Grey) 54KM4144, price: 499.0"
"Do you have a Aqualex, Pokar RO, Body Cover only Suitable for All Kent Aqua Pearl RO Water Purifier Type Modal for under 399.0?","product name: Aqualex, Pokar RO, Body Cover only Suitable for All Kent Aqua Pearl RO Water Purifier Type Modal, price: 399.0"
Can you find me a Blue Star Water Dispenser with Refrigerator - Black Color for a price below 14300.0?,"product name: Blue Star Water Dispenser with Refrigerator - Black Color, price: 14300.0"
Is there any Parv Homes Mini AC USB Battery Operated Air Conditioner Mini Water Air Cooler Cooling Fan Blade Less Duel Blower with Ice ... available for less than 999.0?,"product name: Parv Homes Mini AC USB Battery Operated Air Conditioner Mini Water Air Cooler Cooling Fan Blade Less Duel Blower with Ice ..., price: 999.0"
"Do you have a V-Guard Zenora RO+UV+MB Water Purifier,TDS up to 2000 ppm,8 Stage Purification,World-class RO Membrane & Next Generation U... for under 9599.0?","product name: V-Guard Zenora RO+UV+MB Water Purifier,TDS up to 2000 ppm,8 Stage Purification,World-class RO Membrane & Next Generation U..., price: 9599.0"
"I wish to buy a APTODEN Electric Handheld Milk Wand Mixer Frother for Latte Coffee Hot Milk, Frother for Coffee, Egg Beater, Hand Blender,.... My price limit is 799.0.","product name: APTODEN Electric Handheld Milk Wand Mixer Frother for Latte Coffee Hot Milk, Frother for Coffee, Egg Beater, Hand Blender,..., price: 799.0"
"I would like to get a BlendLife Pro Portable Blender For Juices, Shakes, Smoothies, Baby Food & So Much More. 210Watt and 4000MAH Rechargeable B.... The cost should not exceed 3999.0.","product name: BlendLife Pro Portable Blender For Juices, Shakes, Smoothies, Baby Food & So Much More. 210Watt and 4000MAH Rechargeable B..., price: 3999.0"
I want to purchase a Freezer Door Compatible with LG Refrigerator LG Fridge Compatible Freezer Door (Please Check All Photos & Buy). The price should be no more than 890.0.,"product name: Freezer Door Compatible with LG Refrigerator LG Fridge Compatible Freezer Door (Please Check All Photos & Buy), price: 890.0"
I'm interested in buying a FLORA AND CO Stainless Steel Chutney Jar - 400ml-compatible with maximum Indian Mixer Grinder brands 400Ml.. It should be priced under 699.0.,"product name: FLORA AND CO Stainless Steel Chutney Jar - 400ml-compatible with maximum Indian Mixer Grinder brands 400Ml., price: 699.0"
Please help me find a Tahiro Hibiscus Dry Iron Box for Press Clothes Electric 750W Coating (Orange) that costs below 750.0.,"product name: Tahiro Hibiscus Dry Iron Box for Press Clothes Electric 750W Coating (Orange), price: 750.0"
I would like to get a Aqua Dove RO Membrane for All Water Purifier 100 GPD - BARC Govt India Licensed Technology. The cost should not exceed 2450.0.,"product name: Aqua Dove RO Membrane for All Water Purifier 100 GPD - BARC Govt India Licensed Technology, price: 2450.0"
"Please help me find a PARDZWORLD Coupler for Panasonic Mixer Grinder Jars (Mill Jar/Blender Jar/Chutney Jar) Pack of 3, MATCH & BUY. that costs below 264.0.","product name: PARDZWORLD Coupler for Panasonic Mixer Grinder Jars (Mill Jar/Blender Jar/Chutney Jar) Pack of 3, MATCH & BUY., price: 264.0"
"I wish to buy a Skyup Electric 1.8 L Multi Cooker Kettle, Concealed Base, Noodle Maker Egg Boiler Vegetable & Rice Cooker, Steamer, Stainl.... My price limit is 1399.0.","product name: Skyup Electric 1.8 L Multi Cooker Kettle, Concealed Base, Noodle Maker Egg Boiler Vegetable & Rice Cooker, Steamer, Stainl..., price: 1399.0"
Please help me find a SMIPLEBOL - The Best Is Here Washing Machine Filter (or) Dust Lint Bag (or) Waste Collector Net Compatible for Whirlpool S... that costs below 300.0.,"product name: SMIPLEBOL - The Best Is Here Washing Machine Filter (or) Dust Lint Bag (or) Waste Collector Net Compatible for Whirlpool S..., price: 300.0"
"I need a HeeMo Green Marble Chakla/Marble Roti Maker/Phulka Maker/Marble Ring Base Rolling Board, Size 10 Inch. It should cost less than 899.0.","product name: HeeMo Green Marble Chakla/Marble Roti Maker/Phulka Maker/Marble Ring Base Rolling Board, Size 10 Inch, price: 899.0"
"I'm interested in buying a Oblivion Manual Gola Slush Maker Ice Snow Maker Machine with 4 Bowl, 1 Glass, 6 Sticks and 1 Dish(Multicolor). It should be priced under 899.0.","product name: Oblivion Manual Gola Slush Maker Ice Snow Maker Machine with 4 Bowl, 1 Glass, 6 Sticks and 1 Dish(Multicolor), price: 899.0"
"I would like to get a Yellow Weaves Top Loading Fully Automatc Washing Machine Cover for 6 kg, 6.5 kg,7kg & 7.5 kg -(Grey). The cost should not exceed 448.0.","product name: Yellow Weaves Top Loading Fully Automatc Washing Machine Cover for 6 kg, 6.5 kg,7kg & 7.5 kg -(Grey), price: 448.0"
"Please help me find a ROYAL STEP Electric USB Juicer Rechargeable Juicer 6 Bled Portable Bottle Blender for Making Juice, Travel Juicer for Frui... that costs below 2199.0.","product name: ROYAL STEP Electric USB Juicer Rechargeable Juicer 6 Bled Portable Bottle Blender for Making Juice, Travel Juicer for Frui..., price: 2199.0"
Please help me find a Kuber Industries Marvel Spiderman Print Round Laundry Basket|Polyester Clothes Hamper|Waterproof & Foldable Round Laundry ... that costs below 299.0.,"product name: Kuber Industries Marvel Spiderman Print Round Laundry Basket|Polyester Clothes Hamper|Waterproof & Foldable Round Laundry ..., price: 299.0"
"Can you find me a KRPLUS PP Spun Filter 5 Micron for PUREIT Classic RO MF UV, 6 INCH, 2.75"" OD | RO Spun Filter Cartridge Sponge | Replaceme... for a price below 2299.0?","product name: KRPLUS PP Spun Filter 5 Micron for PUREIT Classic RO MF UV, 6 INCH, 2.75"" OD | RO Spun Filter Cartridge Sponge | Replaceme..., price: 2299.0"
"I would like to get a Havells Crabtree Athena 1M Fan Regulator, White. The cost should not exceed 483.0.","product name: Havells Crabtree Athena 1M Fan Regulator, White, price: 483.0"
"Can you find me a WATERTECH SYSTEMS Swimming Pool Water Purifier Dose Chlorine TCCA 90 granules TCCA90 Granular (15kg, white) for a price below 8550.0?","product name: WATERTECH SYSTEMS Swimming Pool Water Purifier Dose Chlorine TCCA 90 granules TCCA90 Granular (15kg, white), price: 8550.0"
"I'm interested in buying a SIMRAN HANDICRAFTS GR8 INDIA Shri Radhe Shyam Creations White Marble Chakla Ring Base Rolling Pin Board Roti Maker, 9 Inch.... It should be priced under 999.0.","product name: SIMRAN HANDICRAFTS GR8 INDIA Shri Radhe Shyam Creations White Marble Chakla Ring Base Rolling Pin Board Roti Maker, 9 Inch..., price: 999.0"
"I'm interested in buying a LG 2 Ton 3 Star Hot & Cold DUAL Inverter Split AC (Copper, Super Convertible 5-in-1 Cooling, 4 Way Swing & HD Filter with .... It should be priced under 89990.0.","product name: LG 2 Ton 3 Star Hot & Cold DUAL Inverter Split AC (Copper, Super Convertible 5-in-1 Cooling, 4 Way Swing & HD Filter with ..., price: 89990.0"
I want to purchase a Aqua Purple AQUAP0027 RO Cover for Kent Grand Aqua Grand and All Kind of Water Purifier (Blue). The price should be no more than 950.0.,"product name: Aqua Purple AQUAP0027 RO Cover for Kent Grand Aqua Grand and All Kind of Water Purifier (Blue), price: 950.0"
"I wish to buy a AGARO Royal Cool Mist Top Fill Ultrasonic Humidifier, For Bedroom, Home, Office, MultiFunction Touch Panel With LED Diplay.... My price limit is 11999.0.","product name: AGARO Royal Cool Mist Top Fill Ultrasonic Humidifier, For Bedroom, Home, Office, MultiFunction Touch Panel With LED Diplay..., price: 11999.0"
I'm interested in buying a Hindware Smart Appliances Olenna 90 cm Kitchen Chimney comes with Autoclean technology and maximum suction power of 1200 m.... It should be priced under 34990.0.,"product name: Hindware Smart Appliances Olenna 90 cm Kitchen Chimney comes with Autoclean technology and maximum suction power of 1200 m..., price: 34990.0"
I'm looking to buy a Amazon Brand - Solimo Standard PVC Fridge Top Cover - Brown. My budget is under 279.0.,"product name: Amazon Brand - Solimo Standard PVC Fridge Top Cover - Brown, price: 279.0"
I would like to get a Glen 250 watt Multi Functional Mini Vegetable Chopper Capacity 400 ml White ( SA4043 PLUS ). The cost should not exceed 2495.0.,"product name: Glen 250 watt Multi Functional Mini Vegetable Chopper Capacity 400 ml White ( SA4043 PLUS ), price: 2495.0"
"I need a Sellastic Portable Blender Juicer for Smoothie,Juice,Vegtable,Shakes with 4 Blades Wireless Charging for Home,Office,Kitch.... It should cost less than 1999.0.","product name: Sellastic Portable Blender Juicer for Smoothie,Juice,Vegtable,Shakes with 4 Blades Wireless Charging for Home,Office,Kitch..., price: 1999.0"
"Please help me find a New Ware® Top Loading Fully Automatic Washing Machine Hose, PVC Washing Machine Fill Connector Inlet in Hose Pipe Tube Con... that costs below 369.0.","product name: New Ware® Top Loading Fully Automatic Washing Machine Hose, PVC Washing Machine Fill Connector Inlet in Hose Pipe Tube Con..., price: 369.0"
"I want to purchase a Whirlpool 325 L 3 Star Frost Free Double Door Refrigerator (IFPRO INV CNV 340 3S, Omega Steel, Convertible, 2022 Model). The price should be no more than 54700.0.","product name: Whirlpool 325 L 3 Star Frost Free Double Door Refrigerator (IFPRO INV CNV 340 3S, Omega Steel, Convertible, 2022 Model), price: 54700.0"
"I would like to get a FACTCORE Combo of Exclusive Decorative Kitchen Combo Fridge Top Cover(21 X 39 Inches), Fridge Handle Covers (12 X 6 Inche.... The cost should not exceed 999.0.","product name: FACTCORE Combo of Exclusive Decorative Kitchen Combo Fridge Top Cover(21 X 39 Inches), Fridge Handle Covers (12 X 6 Inche..., price: 999.0"
I need a Everest EWD 400-D Double Booster Classic Digi Voltage Stabilizer for AC Upto 1.5 Ton Input (140 V to 270 V) (White) with .... It should cost less than 7860.0.,"product name: Everest EWD 400-D Double Booster Classic Digi Voltage Stabilizer for AC Upto 1.5 Ton Input (140 V to 270 V) (White) with ..., price: 7860.0"
Can you find me a Black & Decker Appliances DCM25-IN 330-Watt 1-Cup Coffee Maker for a price below 1995.0?,"product name: Black & Decker Appliances DCM25-IN 330-Watt 1-Cup Coffee Maker, price: 1995.0"
"I want to purchase a Prestige Delight Pro Mixer Grinder 750 W, 6 Jars, (1500 ml, 1000 ml, 1500 ml, 450 ml) (Purple). The price should be no more than 9695.0.","product name: Prestige Delight Pro Mixer Grinder 750 W, 6 Jars, (1500 ml, 1000 ml, 1500 ml, 450 ml) (Purple), price: 9695.0"
"Is there any Wheel Crew Semi Automatic Adjustable Trolley | Only Semi Automatic Washing Machine Stand, Adjustable Trolley | Load Carryi... available for less than 1999.0?","product name: Wheel Crew Semi Automatic Adjustable Trolley | Only Semi Automatic Washing Machine Stand, Adjustable Trolley | Load Carryi..., price: 1999.0"
"I'm looking to buy a Fostoy Milk Frother, USB Rechargeable Handheld Electric Foam Maker with 3 Stainless Whisks, 3-Speed Adjustable, Perfect fo.... My budget is under 799.0.","product name: Fostoy Milk Frother, USB Rechargeable Handheld Electric Foam Maker with 3 Stainless Whisks, 3-Speed Adjustable, Perfect fo..., price: 799.0"
I need a Granthi Enterprise PP Spun Filter | Spun Filter | Cartridge | Pre Filter | Outer Filter Candle | 5 Micron Pre Filter | Can.... It should cost less than 2999.0.,"product name: Granthi Enterprise PP Spun Filter | Spun Filter | Cartridge | Pre Filter | Outer Filter Candle | 5 Micron Pre Filter | Can..., price: 2999.0"
